BookAbbrev	Chapter	Verse	VerseText_1609
Ps	75	8	Thou art terrible, and who shal resist thee? from that time thy wrath.
Ps	75	9	From heauen thou hast made thy iudgement hearde: the earth trembled and was quiet.
Ps	75	10	When God arose vnto iudgement, that he might saue al the meeke of the earth.
Ps	75	11	Because the cogitation of man shal confesse to thee: and the remanes of the cogitation shal keepe festiualday to thee.
Ps	75	12	Vowe ye, and render to our Lord your God: al ye that round about him bring giftes. To the terrible,
Ps	75	13	and him that taketh away the spirite of princes, terrible to the kinges of the earth. Website began 2019. The Douay Rheims version from 1582 & 1610 is public domain. Home About St. Thomas Aquinas Online (English & Latin) Cross icon by Icons8 Quatrefoil Icon Catena Bible Vatican Library Codex Amiatinus (Latin Vulgate Manuscript) Codex Amiatinus (Writing is more legible) Codex Fuldensis (Latin Vulgate Manuscript) Gutenburg Bible (Pre 1592 Latin Vulgate) Cornelius à Lapide Commentary (Latin Original) Cornelius à Lapide Commentary (English) Original Document Another Original Document 1633 Document Original Textus Receptus Sixto-Clementine Vulgate Challoner Revision
Ps	76	1	Vnto the end, for Idithun, a psalme to Asaph.
Ps	76	2	VVith my voice I haue cried to our Lord: with my voice to God and he attended to me.
Ps	76	3	In the day of my tribulation I sought God, with my handes in the night before him: and I was not deceiued.
Ps	76	4	My soule refused to be comforted, I was mindeful of God, and was delighted, and was exercised: and my spirite fainted.
Ps	76	5	Myne eies preuented the watches: I was trubled, & spake not.
Ps	76	6	I thought vpon old daies: and the eternal yeares I had in minde.
Ps	76	7	And I meditated in the night with my hart, and I was exercised, and I swept my spirite.
Ps	76	8	Why, wil God reiect for euer: or wil he not adde to be better pleased as yet?
Ps	76	9	Or wil he cutte of his mercie for euer, from generation vnto generation?
Ps	76	10	Or wil God forget to haue mercie? or wil he in his wrath keepe in his mercies?
Ps	76	11	And I sayde: Now haue I begune: this is the change of the right hand of the Highest.
Ps	76	12	I haue bene mindful of the workes of our Lord: because I wil be mindful, from the beginning of thy meruelous workes.
Ps	76	13	And I wil meditate in al thy workes: and in thy inuentions I wil be exercised.
Ps	76	14	O God in the holie is thy way: what God is great as our God?
Ps	76	15	thou art the God that doest meruelous thinges. Thou hast made thy powre knowne among peoples:
Ps	76	16	thou hast with thine arme redemed thy people, the children of Iacob, and Ioseph.
Ps	76	17	The waters saw thee ô God, the waters saw thee: and they were afrayd, and the depthes were trubled.
Ps	76	18	A multitude of the sounding of waters: the cloudes gaue a voice. For in deede arrowes doe passe:
Ps	76	19	the voice of thy thunder in a wheele. Thy lightenings shined to the rounde world: the earth was moued and trubled.
Ps	76	20	Thy way in the sea, and thy pathes in many waters: and thy steppes shal not be knowne.
Ps	76	21	Thou hast conducted thy people as sheepe: in the hand of moyses and Aaron. Website began 2019. The Douay Rheims version from 1582 & 1610 is public domain. Home About St. Thomas Aquinas Online (English & Latin) Cross icon by Icons8 Quatrefoil Icon Catena Bible Vatican Library Codex Amiatinus (Latin Vulgate Manuscript) Codex Amiatinus (Writing is more legible) Codex Fuldensis (Latin Vulgate Manuscript) Gutenburg Bible (Pre 1592 Latin Vulgate) Cornelius à Lapide Commentary (Latin Original) Cornelius à Lapide Commentary (English) Original Document Another Original Document 1633 Document Original Textus Receptus Sixto-Clementine Vulgate Challoner Revision
Ps	77	1	Vnderstanding to Asaph. MY people attend ye to my law: incline your eare vnto the wordes of my mouth.
Ps	77	2	I wil open my mouth in parables: I wil speake propositions from the beginning.
Ps	77	3	How great thinges haue we heard and haue knowne them, and our fathers haue told vs.
Ps	77	4	They were not hid from their children, in an other generation. Telling the prayses of our Lord, and his powers, and his meruelous workes which he hath done.
Ps	77	5	And he raised vp a testimonie in Iacob: and he made a law in Israel. How great thinges he commanded our fathers, to make the same knowne to their children:
Ps	77	6	that an other generation may know. The children that shal be borne, and shal rise vp, and shal tel their children.
Ps	77	7	That they may put their hope in God, and may not forget the workes of God: and may seeke after his commandmentes.
Ps	77	8	That they become not as their fathers: a peruerse generation and exasperating. A generation, that hath not directed their hart, their spirit hath not bene faithful towards God.
Ps	77	9	The children of Ephrem bending, and shooting with bow: were turned in the day of battel.
Ps	77	10	They kept not the testament of God: and in his law they would not walke.
Ps	77	11	And they forgate his benefites, and his meruelous workes, which he shewed them.
Ps	77	12	Before their fathers he did meruelous thinges in the land of Ægypt, in the filde of Tanis.
Ps	77	13	He diuided the sea & brought them through: and he made the waters to stand as in a bottle.
Ps	77	14	And he conducted them in a cloude by day: and al the night by light of fire.
Ps	77	15	He stroke the rocke in the desert: and gaue them water to drinke as in a great depth.
Ps	77	16	And he brought forth water out of the rocke: and made waters runne downe as riuers.
Ps	77	17	And they added as yet to sinne vnto him: they prouoked the Highest to wrath in the place without water.
Ps	77	18	And they tempted God in their hartes: so that they asked meats for their liues.
Ps	77	19	And they spake euil of God: they saide: Can God prepare a table in the desert?
Ps	77	20	Because he stroke the rocke and waters ranne, & torrentes flowed: Can he also giue bread, or prepare a table for his people?
Ps	77	21	Therfore our Lord heard, and made delay: and fire was kindled in Iacob, and wrath ascended vpon Israel.
Ps	77	22	Because they beleued not in God, nor hoped in his saluation.
Ps	77	23	And he commanded the cloudes from aboue, and opened the gates of heauen.
Ps	77	24	And he rayned them Manna to eate, and bread of heauen he gaue to them.
Ps	77	25	Bread of Angels did man eate: he sent them victuals in abundance.
Ps	77	26	He transported the Southwinde from heauen: and in his powre he brought in the Southwestwinde.
Ps	77	27	And he rayned vpon them flesh as dust: and as the sand of the sea fethered fowles.
Ps	77	28	And they fel in the middes of their campe: about their tabernacles.
Ps	77	29	And they did eate and were filled excedingly, and their desire he brought to them:
Ps	77	30	They were not defrauded of their desire. As yet their meats were in their mouth:
Ps	77	31	And the wrath of God ascended vpon them. And he killed their fat ones, and the chosen of Israel he hindered.
Ps	77	32	In al these things they sinned as yet: and they beleued not in his meruelous workes.
Ps	77	33	And their daies failed in vanitie: and their years in hast.
Ps	77	34	When he slew them, they sought him: and they returned, and early they came to him.
Ps	77	35	And they remembred that God is their helper: and the high God is their redemer.
Ps	77	36	And they loued him with their mouth, and with theirtongue they did lie to him.
Ps	77	37	But their hart was not right with him: neither were they counted faithful in his testament.
Ps	77	38	But he is merciful, and wil be propicious to their sinnes: and he wil not destroy them. And he abunded to turne away his wrath: and he kindled not al his wrath.
Ps	77	39	And he remembred that they are flesh: spirit going, and not returning.
Ps	77	40	How often haue they exasperated him in the desert: prouoked him to wrath in the place without water.
Ps	77	41	And they returned, and tempted God: and the holie one of Israel they exasperaed.
Ps	77	42	They did not remember his hand: in the day that he redemed them from the hand of the afflicter.
Ps	77	43	As he put his signes in Ægypt, and his wonders in the filde of Tanis.
Ps	77	44	And he turned their riuers into bloude, & their showers that they might not drinke.
Ps	77	45	He sent vpon them a swarme of flies, and it eate them: and the frogge, and it destroyed them.
Ps	77	46	And he gaue their fruites to the blast, and their labors to the locuste.
Ps	77	47	And he killed their vineyeardes with haile: and their mulberie trees with horefrost.
Ps	77	48	And he deliuered their beast to haile: and their possession to fire.
Ps	77	49	He sent vpon them the wrath of his indignation: indignation, & wrath, and tribulation: immissions by euil angels.
Ps	77	50	He made a way to the path of his wrath, he spared not their liues from death: and their cattel he shut vp in death.
Ps	77	51	And he stroke al the firstborne in the land of Ægypt: the first fruites of al their labors in the tabernacles of Cham.
Ps	77	52	And he tooke away his people as sheepe: and led them as a flock in the desert.
Ps	77	53	And he brought them forth in hope, and they feared not: and the sea couered their enemies.
Ps	77	54	And he brought them into the mount of his sanctification, the mount, which his right hand purchased. And he cast out the gentiles from their face: and by lot he diuided the land of them in a corde of distribution:
Ps	77	55	And he made the tribes of Israel to dwel in their tabernacles.
Ps	77	56	And they tempted, and exasperated God the highest, and they kept not his testimonies.
Ps	77	57	And they turned away themselues, & kept not the couenant: euen as their fathers, they were turned as a crooked bow.
Ps	77	58	They incensed him to wrath in their hilles: and in their grauens they prouoked him to emulation.
Ps	77	60	And he reiected the tabernacle of Silo, his tabernacle, where he dwelt among men.
Ps	77	61	And he deliuered their force into captiuitie: and their beautie into the hands of the enemie.
Ps	77	62	And he shut vp his people in the sword: and he dispised his inheritance.
Ps	77	63	Fyre deuoured their young men: and their virgins were not lamented.
Ps	77	64	Their Priestes fel by the sworde: and their widowes were not wept for.
Ps	77	65	And our Lord was raised vp as one that sleepeth: as a mightie man hauing surfited of wine.
Ps	77	66	And he stroke his enemies on the hinder partes: an euerlasting reproch he gaue to them.
Ps	77	67	And he reiected the tabernacle of Ioseph: and the tribe of Ephraim he chose not.
Ps	77	68	But he chose the tribe of Iuda, mount Sion which he loued.
Ps	77	69	And he built his sanctuarie as of vnicornes in the land, which he hath founded for euer.
Ps	77	70	And he chose Dauid his seruant, and tooke him from the flockes of sheepe: from after the ewes with yong he tooke him.
Ps	77	71	To feede Iacob his seruant, and Israel his inheritance.
Ps	77	72	And he fedde them in the innocencie of his hart: and in the vnderstandings of his hands he conducted them. Website began 2019. The Douay Rheims version from 1582 & 1610 is public domain. Home About St. Thomas Aquinas Online (English & Latin) Cross icon by Icons8 Quatrefoil Icon Catena Bible Vatican Library Codex Amiatinus (Latin Vulgate Manuscript) Codex Amiatinus (Writing is more legible) Codex Fuldensis (Latin Vulgate Manuscript) Gutenburg Bible (Pre 1592 Latin Vulgate) Cornelius à Lapide Commentary (Latin Original) Cornelius à Lapide Commentary (English) Original Document Another Original Document 1633 Document Original Textus Receptus Sixto-Clementine Vulgate Challoner Revision
Ps	78	1	A Psalme to Asaph. O God the Gentiles are come into thine inheritance, they haue polluted thy holie temple: they haue made Ierusalem as a watch toure of fruits.
Ps	78	2	They haue made the carcases of thy seruants, meats for the foules of the aire: the flesh of thy sainctes for the beastes of the land.
Ps	78	3	They haue poured out their bloude as water round about Ierusalem: and there was none to burie them.
Ps	78	4	We are become a reproch to our neighboures: a scorne and mocke to them that are round about vs.
Ps	78	5	How long ô Lord wilt thou be angrie for euer: shal thy zele be kindled as a fire?
Ps	78	6	Poure out thy wrath vpon the Gentiles, that haue not knowne thee: & vpon the kingdomes, that haue not inuocated thy name.
Ps	78	7	Because they haue deuoured Iacob: and his place they haue made desolate.
Ps	78	8	Remember not our old iniquities, let thy mercies quickly preuent vs: because we are become exceding poore.
Ps	78	9	Help vs ô God our sauiour: and for the glorie of thy name ô Lord deliuer vs: and be propicious to our sinnes for thy names sake.
Ps	78	10	Lest they say perhaps amongst the Gentiles: where is their God? and be notified in the nations before our eies. The reuenge of the bloud of thy seruants, which hath benne shed:
Ps	78	11	let the groning of thefettered enter in thy sight. According to the greatnes of thine arme, possesse thou the children of them that are put to death.
Ps	78	12	And render to our neighboures seuenfold in their bosome: their reproch wherewith they haue reproched thee ô Lord.
Ps	78	13	But we thy people, and the sheepe of thy pasture, wil confesse to thee for euer: Vnto generation and generation we wil shew forth thy praise. Website began 2019. The Douay Rheims version from 1582 & 1610 is public domain. Home About St. Thomas Aquinas Online (English & Latin) Cross icon by Icons8 Quatrefoil Icon Catena Bible Vatican Library Codex Amiatinus (Latin Vulgate Manuscript) Codex Amiatinus (Writing is more legible) Codex Fuldensis (Latin Vulgate Manuscript) Gutenburg Bible (Pre 1592 Latin Vulgate) Cornelius à Lapide Commentary (Latin Original) Cornelius à Lapide Commentary (English) Original Document Another Original Document 1633 Document Original Textus Receptus Sixto-Clementine Vulgate Challoner Revision
Ps	79	1	Vnto the end, for them, that shal be changed, testimonie to Asaph, a Psalme.
Ps	79	2	Thou that rulest Israel, attend: that conductest Ioseph as a sheepe. Which sittest vpon the cherubs, be manifest
Ps	79	3	before Ephraim, Beniamin, and Manasses. Raise vp thy might, and come, to saue vs.
Ps	79	4	O God conuert vs: and shew thy face, & we shal be saued.
Ps	79	5	O Lord the God of hostes, how long wilt thou be angrie vpon the prayer of thy seruant?
Ps	79	6	Thou wilt feede vs with the bread of teares: and giue vs drinke with teares in mesure.
Ps	79	7	Thou hast made vs to be a contradiction to our neighboures and our enemies haue scorned vs.
Ps	79	8	O God of hosts conuert vs: and shew thy face, and we shal be saued.
Ps	79	9	Thou didst transport the vineyeard out of Ægypt: thou didst cast out the Gentiles, and plantedst it.
Ps	79	10	Thou wast the guide of the way in the sight therof: thou didst plant the rootes therof, and it filled the earth.
Ps	79	11	The shadow of it couered the mountanes: and the bowghes of it the ceders of God.
Ps	79	12	It extended her branches euen to the sea; and her boughes vnto the riuer.
Ps	79	13	Why hast thou destroyed the hedge therof: and al that passe by the way doe plucke it.
Ps	79	14	The boare of the wood hath destroyed it: and the singular wilde beest hath eaten it.
Ps	79	15	O God of hoasts returne: regard from heauen, and see, and visite this vineyeard.
Ps	79	16	And perfite it, which thy right hand hath planted: and vpon the sonne of man whom thou hast confirmed to thee.
Ps	79	17	Thinges burnt with fyre, and digged doune at the increpation of thy countenance shal perish.
Ps	79	18	Let thy hand be vpon the man of thy right hand: and vpon the sonne of man, whom thou hast confirmed to thee.
Ps	79	19	And we depart not from thee, thou wilt quicken, vs: and we wil inuocate thy name.
Ps	79	20	O Lord the God of hoastes conuert vs: and shew thy face, and we shal be saued. Website began 2019. The Douay Rheims version from 1582 & 1610 is public domain. Home About St. Thomas Aquinas Online (English & Latin) Cross icon by Icons8 Quatrefoil Icon Catena Bible Vatican Library Codex Amiatinus (Latin Vulgate Manuscript) Codex Amiatinus (Writing is more legible) Codex Fuldensis (Latin Vulgate Manuscript) Gutenburg Bible (Pre 1592 Latin Vulgate) Cornelius à Lapide Commentary (Latin Original) Cornelius à Lapide Commentary (English) Original Document Another Original Document 1633 Document Original Textus Receptus Sixto-Clementine Vulgate Challoner Revision
Ps	80	1	Vnto the end, for wine presses, a Psalme to Asaph himselfe.
Ps	80	2	REioice to God our helper: make Iubilation to the God of Iacob.
Ps	80	3	Take ye Psalme, and giue timbrel: pleasant Psalter with the harpe.
Ps	80	4	Sound ye with trumpet in the new moone, in the notable day of your solemnitie.
Ps	80	5	Because it is a precept in Israel, and iudgement to the God of Iacob.
Ps	80	6	He put it for a testimonie in Ioseph, when he came out of the Land of Ægypt: he heard a tongue which he knew not.
Ps	80	7	He turned away his backe from burdens: his handes serued in baskettes.
Ps	80	8	In tribulation thou didest inuocate me, and I heard thee: I heard thee in the secret of the tempest: I proued thee at the water of contradiction.
Ps	80	9	Heare ô my people: and I wil contest thee: Israel if thou wilt heare me.
Ps	80	10	There shal be no new God in thee, neither shalt thou adore a strange God.
Ps	80	11	For I am the Lord thy God, which brought thee out of the land of Ægypt: dilate thy mouth and I wil fil it.
Ps	80	12	And my People heard not my voice: and Israel attended not to me.
Ps	80	13	And I let them alone, according to the desires of their hart, they shal goe in their owne inuentions.
Ps	80	14	If my people had heard me: if Israel had walked in my wayes:
Ps	80	15	I had for nothing, perhaps humbled their enemies: and had laide my hand vpon those that afflict them.
Ps	80	16	The enimies of our Lord haue lied to him: and their time shal be for euer.
Ps	80	17	And he fedde them of the fatte of corne: and out of the rocke, with honie he filled them. Website began 2019. The Douay Rheims version from 1582 & 1610 is public domain. Home About St. Thomas Aquinas Online (English & Latin) Cross icon by Icons8 Quatrefoil Icon Catena Bible Vatican Library Codex Amiatinus (Latin Vulgate Manuscript) Codex Amiatinus (Writing is more legible) Codex Fuldensis (Latin Vulgate Manuscript) Gutenburg Bible (Pre 1592 Latin Vulgate) Cornelius à Lapide Commentary (Latin Original) Cornelius à Lapide Commentary (English) Original Document Another Original Document 1633 Document Original Textus Receptus Sixto-Clementine Vulgate Challoner Revision
Ps	81	1	A Psalme to Asaph. GOd stood in the assemblie of goddes, and in the middes he iudgeth goddes.
Ps	81	2	How long iudge ye iniquitie: and accept ye the persons of sinners.
Ps	81	3	Iudge ye for the needie and the pupil: iustifie ye the humble, and the poore.
Ps	81	4	Take away the poore: and deliuer the needie from the hand of the sinner.
Ps	81	5	They knew not, neither did they vnderstand, they walke in darkenesse: al the fundations of the earth shal be moued.
Ps	81	6	I saide: Yow are goddes, and the sonnes of the highest al.
Ps	81	7	But you shal die as men: and fal as one of the princes. Arise ô God, iudge the earth: because thou shalt inherite in al the Gentiles. Website began 2019. The Douay Rheims version from 1582 & 1610 is public domain. Home About St. Thomas Aquinas Online (English & Latin) Cross icon by Icons8 Quatrefoil Icon Catena Bible Vatican Library Codex Amiatinus (Latin Vulgate Manuscript) Codex Amiatinus (Writing is more legible) Codex Fuldensis (Latin Vulgate Manuscript) Gutenburg Bible (Pre 1592 Latin Vulgate) Cornelius à Lapide Commentary (Latin Original) Cornelius à Lapide Commentary (English) Original Document Another Original Document 1633 Document Original Textus Receptus Sixto-Clementine Vulgate Challoner Revision
Ps	82	1	A Canticle of Psalme to Asaph.
Ps	82	2	O God who shal be like to thee? hold not thy peace, neither be thou appeased ô God:
Ps	82	3	For behold thine enimies haue made a sound: they that hate thee, haue lifted vp the head.
Ps	82	4	They haue taken malignant counsel vpon thy people: and they haue deuised against thy saincts.
Ps	82	5	They haue saide: Come, and let vs destroy them out of the nation: and let the name of Israel be remembred no more.
Ps	82	6	Because they haue deuised with one consent: they haue together made a couenant against thee.
Ps	82	7	The tabernacles of the Idumeians, and the Ismahelites Moab, and the Agarens.
Ps	82	8	Gebal, and Ammon, and Amalec: the foreners, with the inhabitantes of Tyre.
Ps	82	9	Yea and Assur also is come with them: they are made an aide to the children of Lot.
Ps	82	10	Doe to them as to Madian, and Sisara: as to Iabin in the torrent Cisson.
Ps	82	11	They perished in Endor: they were made as the dung of the earth.
Ps	82	12	Put their princes as Oreb, and Zeb, and Zebee, and Salmana.
Ps	82	13	Al their princes: which haue saide: Let vs possesse the Sanctuarie of God for an inheritance.
Ps	82	14	My God put them as a wheele: and as stubble before the face of the winde.
Ps	82	15	Euen as fire that burneth a wood: & as a flame that burneth the mountaines:
Ps	82	16	So shalt thou pusew them in thy tempest: and in thy wrath thou shalt truble them.
Ps	82	17	Fil their faces with ignominie: and they wil seeke thy name, ô Lord.
Ps	82	18	Let them be ashamed, and trubled for euer and euer: and let them be confounded, and perish.
Ps	82	19	And let them know that Lord is thy name, thou onlie the Highest in al the earth. Website began 2019. The Douay Rheims version from 1582 & 1610 is public domain. Home About St. Thomas Aquinas Online (English & Latin) Cross icon by Icons8 Quatrefoil Icon Catena Bible Vatican Library Codex Amiatinus (Latin Vulgate Manuscript) Codex Amiatinus (Writing is more legible) Codex Fuldensis (Latin Vulgate Manuscript) Gutenburg Bible (Pre 1592 Latin Vulgate) Cornelius à Lapide Commentary (Latin Original) Cornelius à Lapide Commentary (English) Original Document Another Original Document 1633 Document Original Textus Receptus Sixto-Clementine Vulgate Challoner Revision
Ps	83	1	Vnto the end, for wine presses, t the children of Core, a Psalme.
Ps	83	2	HOw beloued are thy tabernacles ô Lord of hoastes!
Ps	83	3	my soule coueteth, and fainteth vnto the courtes of our Lord. My hart, and my flesh haue reioyced toward the liuing God.
Ps	83	4	For the sparow also hath found her an house: and the turtledoue a nest for her selfe, where she may lay her young ones. Thine altars ô Lord of hoastes: my King, and my God.
Ps	83	5	Blessed are they, that dwel in thy house ô Lord: for euer and euer they shal praise thee.
Ps	83	6	Blessed is the man, whose helpe is from thee: he hath disposed ascension in his hart,
Ps	83	7	in the vaile of teares, in the place, which he hath appointed.
Ps	83	8	For the lawgeuer shal geue blessing, they shal goe from vertue into vertue: the God of goddes shal be seene in Sion.
Ps	83	9	Lord God of hoastes heare my prayer: receiue with thine eare ô God of Iacob.
Ps	83	10	Behold ô God our protectour: and looke vpon the face of thy Christ.
Ps	83	11	Because better is one day in thy courtes, aboue thousands. I haue chosen to be an abiect in the house of my God: rather then to dwel in the tabernacles of sinners.
Ps	83	12	Because God loueth mercie and truth: our Lord wil geue grace, and glorie.
Ps	83	13	He wil not depriue them of good thinges, that walke in innocencie: ô Lord of hoastes blessed is the man, that hopeth in thee. Website began 2019. The Douay Rheims version from 1582 & 1610 is public domain. Home About St. Thomas Aquinas Online (English & Latin) Cross icon by Icons8 Quatrefoil Icon Catena Bible Vatican Library Codex Amiatinus (Latin Vulgate Manuscript) Codex Amiatinus (Writing is more legible) Codex Fuldensis (Latin Vulgate Manuscript) Gutenburg Bible (Pre 1592 Latin Vulgate) Cornelius à Lapide Commentary (Latin Original) Cornelius à Lapide Commentary (English) Original Document Another Original Document 1633 Document Original Textus Receptus Sixto-Clementine Vulgate Challoner Revision
Ps	84	1	Vnto the end, to the children of Core, a Psalme.
Ps	84	2	O Lord thou hast blessed thy land: thou hast turned away the captiuitie of Iacob.
Ps	84	3	Thou hast forgeuen the iniquitie of thy people: thou hast couered al their sinnes.
Ps	84	4	Thou hast mitigated al thy wrath: thou hast turned away from the wrath of thine indignation.
Ps	84	5	Conuert vs ô God our sauiour: and auert thy wrath from vs.
Ps	84	6	Wilt thou be wrath with vs for euer? or wilt thou extend thy wrath from generation vnto generation?
Ps	84	7	O God thou being turned shalt quicken vs: and thy pepole shal reioyce in thee.
Ps	84	8	Shew vs ô Lord thy mercie and giue vs thy saluation.
Ps	84	9	I wil heare what our Lord God wil speake in me: because he wil speake peace vpon his people. And vpon his saincts: and vpon them, that are conuerted to the hart.
Ps	84	10	But yet his saluation is nigh to them that feare him: that glorie may inhabite in our land.
Ps	84	11	Mercie and truth haue met each other: iustice and peace haue kissed.
Ps	84	12	Truth is risen out of the earth: and iustice hath looked downe from heauen.
Ps	84	13	For our Lord certes wil geue benignitie: and our land shal giue her fruite.
Ps	84	14	Iustice shal walke before him: and shal set his steppes in the way. Website began 2019. The Douay Rheims version from 1582 & 1610 is public domain. Home About St. Thomas Aquinas Online (English & Latin) Cross icon by Icons8 Quatrefoil Icon Catena Bible Vatican Library Codex Amiatinus (Latin Vulgate Manuscript) Codex Amiatinus (Writing is more legible) Codex Fuldensis (Latin Vulgate Manuscript) Gutenburg Bible (Pre 1592 Latin Vulgate) Cornelius à Lapide Commentary (Latin Original) Cornelius à Lapide Commentary (English) Original Document Another Original Document 1633 Document Original Textus Receptus Sixto-Clementine Vulgate Challoner Revision
Ps	85	1	A praier to Dauid him selfe. Incline thine eare ô Lord, and heare me: because I am needie and poore.
Ps	85	2	Keepe my soule, because I am holie: saue thy seruant my God, that hopeth in thee.
Ps	85	3	Haue mercie on me ô Lord, because I haue cried to thee al the day:
Ps	85	4	make ioyful the soule of thy seruant, because to thee ô Lord haue I lifted vp my soule.
Ps	85	5	Because thou ô Lord art swete, and milde: and of much mercie to al that inuocate thee.
Ps	85	6	Receiue ô Lord my praier with thine ears: and attend to the voice of my petition.
Ps	85	7	In the day of my tribulation I haue called to thee: because thou hast heard me.
Ps	85	8	There is not the like to thee amongst goddes ô Lord: and there is not according to thy workes.
Ps	85	9	Al nations what soeuer thou hast made, shal come, and shal adore before thee ô Lord: and they shal glorifie thy name.
Ps	85	10	Because thou art great and doing meruelous thinges: thou onlie art God.
Ps	85	11	Conduct me ô Lord in thy way, and I wil walke in thy truth: let my hart reioyce that it may feare thy name.
Ps	85	12	I wil confesse to thee ô Lord my God with al my hart, and wil glorifie thy name for euer:
Ps	85	13	Because thy mercie is great vpon me: and thou hast deliuered my soule out of the lower hel.
Ps	85	14	O God the wicked are risen vp vpon me, and the synagogue of the mightie haue sought my soule: and they haue not set thee in their sight.
Ps	85	15	And thou ô Lord the God of compassion and merciful, patient, and of much mercie, and true.
Ps	85	16	Haue respect to me, and haue mercie on me, giue thine empire to thy seruant: and saue the sonne of thy handmaide.
Ps	85	17	Make with me a signe vnto God, that they may see which hate me, and may be confounded: because thou ô Lord hast holpen me. Website began 2019. The Douay Rheims version from 1582 & 1610 is public domain. Home About St. Thomas Aquinas Online (English & Latin) Cross icon by Icons8 Quatrefoil Icon Catena Bible Vatican Library Codex Amiatinus (Latin Vulgate Manuscript) Codex Amiatinus (Writing is more legible) Codex Fuldensis (Latin Vulgate Manuscript) Gutenburg Bible (Pre 1592 Latin Vulgate) Cornelius à Lapide Commentary (Latin Original) Cornelius à Lapide Commentary (English) Original Document Another Original Document 1633 Document Original Textus Receptus Sixto-Clementine Vulgate Challoner Revision
Ps	86	1	To the children of Core, a Psalme of Canticle. THE fundations thereof in the holie mountaynes:
Ps	86	2	our Lord loueth the gates of Sion, aboue al the tabernacles of Iacob.
Ps	86	3	Glorious thinges are saide of thee, ô cittie of God.
Ps	86	4	I wil be mindeful of Raab, and Babylon knowing me. Behold the foreners, and Tyre, & the people of the Æthiopians, these were there.
Ps	86	5	Shal it not be said of Sion Man and man, is borne in her; and the Highest himselfe founded her?
Ps	86	6	Our Lord wil declare in scriptures of peoples, and of princes: of those that haue bene in her.
Ps	86	7	The habitation in thee, is as it were of al reioycing. Website began 2019. The Douay Rheims version from 1582 & 1610 is public domain. Home About St. Thomas Aquinas Online (English & Latin) Cross icon by Icons8 Quatrefoil Icon Catena Bible Vatican Library Codex Amiatinus (Latin Vulgate Manuscript) Codex Amiatinus (Writing is more legible) Codex Fuldensis (Latin Vulgate Manuscript) Gutenburg Bible (Pre 1592 Latin Vulgate) Cornelius à Lapide Commentary (Latin Original) Cornelius à Lapide Commentary (English) Original Document Another Original Document 1633 Document Original Textus Receptus Sixto-Clementine Vulgate Challoner Revision
Ps	87	1	A Canticle of a Psalme, to the children of Core, vnto the end, for Maheleth to answer, of vnderstanding to Eman the Ezrahite.
Ps	87	2	O Lord the God of my saluation: in the day haue I cried, and in the night before thee.
Ps	87	3	Let my prayer enter in thy sight: incline thine eare to my petition.
Ps	87	4	Because my soule is replenished with euils: and my life hath approched to hel.
Ps	87	5	I am accounted with them that descend into the lake. I am become as a man without helpe,
Ps	87	6	free among the dead, as the wounded sleeping in the sepulchres, of whom thou art mindeful no more: and they are cast of from thy hand.
Ps	87	7	They haue put me in the lower lake: in the darke places, and in the shadowe of death.
Ps	87	8	Thy furie is confirmed vpon me: and al thy waues thou hast brought in vpon me.
Ps	87	9	Thou hast made my familiars far from me: they haue put me abomination to themselues. I was deliuered and came not forth:
Ps	87	10	myne eies languished for pouertie. I cried to thee ô Lord al the day: I stretched out my handes to thee.
Ps	87	11	Wilt thou doe meruels to the dead: or shal phisicians raise to life, and they confesse to thee?
Ps	87	12	Shal any in the sepulchre declare thy mercie, and thy truth in perdition?
Ps	87	13	Shal thy meruelous workes be knowne in darkenes and thy iustice in the land of obliuion.
Ps	87	14	And I ô Lord haue cried to thee: and in the morning shal my praier preuent thee.
Ps	87	15	Why doest thou o Lord reiectmy prayer: turnest away thy face from me?
Ps	87	16	I am poore, and in labours from my youth: and being exalted, humbled and troubled.
Ps	87	17	Thy wrathes haue passed vpon me: and thy terrours haue trubled me.
Ps	87	18	They haue compassed me as water al the day: they compassed me together.
Ps	87	19	Thou hast made frend, and neighboure far from me: and my familiars because of miserie. Website began 2019. The Douay Rheims version from 1582 & 1610 is public domain. Home About St. Thomas Aquinas Online (English & Latin) Cross icon by Icons8 Quatrefoil Icon Catena Bible Vatican Library Codex Amiatinus (Latin Vulgate Manuscript) Codex Amiatinus (Writing is more legible) Codex Fuldensis (Latin Vulgate Manuscript) Gutenburg Bible (Pre 1592 Latin Vulgate) Cornelius à Lapide Commentary (Latin Original) Cornelius à Lapide Commentary (English) Original Document Another Original Document 1633 Document Original Textus Receptus Sixto-Clementine Vulgate Challoner Revision
Ps	88	1	Of vnderstanding to Ethan the Ezrahite.
Ps	88	2	THe mercies of our Lord I wil sing for euer. In generation and generation I wil shewe forth thy truth, in my mouth.
Ps	88	3	Because thou saidst: Mercie shal be built vp for euer in the heauens: thy truth shal be prepared in them.
Ps	88	4	I haue ordained a testament with mine elect, I haue sworne to Dauid my seruant:
Ps	88	5	for ever wil I prepare thy seede. And I wil build thy seat vnto generation and generation.
Ps	88	6	The heauens shal confesse thy meruelous workes ô Lord: yea and thy truth in the church of saintes.
Ps	88	7	For who in the cloudes shal be equal to our Lord: shal be like to God among the sonnes of God?
Ps	88	8	God, who is glorified in the counsel of saintes: great and terrible ouer al that are round about him.
